Orthogroup	gila	anole
OG0005906	augTMR-ENSACAT00000005771-0	ENSACAT00000005771
OG0005907	augTMR-ENSACAT00000005926-0	ENSACAT00000005926
OG0005908	augTMR-ENSACAT00000005982-0	ENSACAT00000005982
OG0005909	augTM-ENSACAT00000005988-2	ENSACAT00000005988
OG0005911	augCGP-2062.t1	ENSACAT00000057915
OG0005912	ENSACAT00000006244-0	ENSACAT00000006244
OG0005913	augTM-ENSACAT00000006445-0	ENSACAT00000006445
OG0005914	ENSACAT00000006458-1	ENSACAT00000006458
OG0005915	augTM-ENSACAT00000010750-0	ENSACAT00000010750
OG0005916	augTMR-ENSACAT00000010930-0	ENSACAT00000043051
OG0005917	ENSACAT00000011200-0	ENSACAT00000011200
OG0005918	ENSACAT00000011839-0	ENSACAT00000011839
OG0005921	augCGP-8164.t1	ENSACAT00000014921
OG0005923	augTM-ENSACAT00000014659-0	ENSACAT00000014659
OG0005928	augTM-ENSACAT00000029242-1	ENSACAT00000057895
OG0005929	ENSACAT00000004251-0	ENSACAT00000004251
OG0005930	augTM-ENSACAT00000017399-0	ENSACAT00000055364
OG0005932	augTM-ENSACAT00000017487-0	ENSACAT00000017487
OG0005933	augTM-ENSACAT00000004764-0	ENSACAT00000004764
OG0005935	ENSACAT00000008191-0	ENSACAT00000008191
OG0005936	ENSACAT00000008142-0	ENSACAT00000008142
OG0005938	augTMR-ENSACAT00000005042-0	ENSACAT00000053962
OG0005940	augTM-ENSACAT00000004565-0	ENSACAT00000045102, ENSACAT00000051348
OG0005941	augCGP-1923.t1	ENSACAT00000050169, ENSACAT00000046437
OG0005942	augTM-ENSACAT00000027065-0	ENSACAT00000052232, ENSACAT00000027065
OG0005943	augTM-ENSACAT00000011875-0	ENSACAT00000011875
OG0005946	augTM-ENSACAT00000007285-1	ENSACAT00000050701
OG0005947	augTMR-ENSACAT00000007228-0	ENSACAT00000007228
OG0005948	augTM-ENSACAT00000002901-0	ENSACAT00000002901
OG0005950	augTM-ENSACAT00000003619-0	ENSACAT00000003619
OG0005951	ENSACAT00000004475-0	ENSACAT00000004475
OG0005952	augTM-ENSACAT00000004516-0	ENSACAT00000004516
OG0005953	ENSACAT00000004572-0	ENSACAT00000004572
OG0005955	augTMR-ENSACAT00000004801-0	ENSACAT00000004801
OG0005956	augTM-ENSACAT00000004993-0	ENSACAT00000004993
OG0005957	augTMR-ENSACAT00000030355-0	ENSACAT00000030355
OG0005958	ENSACAT00000005259-0	ENSACAT00000005259
OG0005959	ENSACAT00000005531-0	ENSACAT00000005531
OG0005960	augTM-ENSACAT00000005596-0	ENSACAT00000005596
OG0005961	ENSACAT00000005618-0	ENSACAT00000005618
OG0005962	augTMR-ENSACAT00000003382-2	ENSACAT00000053972
OG0005964	augTM-ENSACAT00000003429-0	ENSACAT00000003429
OG0005965	ENSACAT00000003432-0	ENSACAT00000003432
OG0005966	augTM-ENSACAT00000003686-0	ENSACAT00000053126
OG0005968	augTM-ENSACAT00000010234-0	ENSACAT00000003615
OG0005971	augTM-ENSACAT00000002348-0	ENSACAT00000043855
OG0005972	ENSACAT00000002331-0	ENSACAT00000002331
OG0005974	ENSACAT00000001949-0	ENSACAT00000001949
OG0005975	augTMR-ENSACAT00000001618-0	ENSACAT00000001618
OG0005976	ENSACAT00000001409-0	ENSACAT00000001409
OG0005977	augTM-ENSACAT00000030159-1	ENSACAT00000045327
OG0005978	ENSACAT00000001054-0	ENSACAT00000001054
OG0005979	ENSACAT00000001044-1	ENSACAT00000001044
OG0005982	augTMR-ENSACAT00000002757-0	ENSACAT00000040505
OG0005983	augTM-ENSACAT00000002820-0	ENSACAT00000002820
OG0005984	augTM-ENSACAT00000002828-0	ENSACAT00000002828
OG0005985	augTM-ENSACAT00000001041-1	ENSACAT00000001041
OG0005986	ENSACAT00000001197-1	ENSACAT00000001197
OG0005987	ENSACAT00000001694-0	ENSACAT00000001694
OG0005988	augTM-ENSACAT00000002234-0	ENSACAT00000002234
OG0005989	augTM-ENSACAT00000029275-0	ENSACAT00000029275
OG0005990	ENSACAT00000002472-0	ENSACAT00000002472
OG0005991	augTMR-ENSACAT00000002589-1	ENSACAT00000002589
OG0005992	augTM-ENSACAT00000008502-0	ENSACAT00000008502
OG0005993	augTM-ENSACAT00000008497-1	ENSACAT00000008497
OG0005997	ENSACAT00000001534-0	ENSACAT00000001534
OG0005998	ENSACAT00000001530-0	ENSACAT00000001530
OG0005999	augTM-ENSACAT00000029693-0	ENSACAT00000029693
OG0006002	ENSACAT00000014311-0	ENSACAT00000014311
OG0006003	ENSACAT00000028279-0	ENSACAT00000028279
OG0006004	augTM-ENSACAT00000010109-0	ENSACAT00000010109
OG0006005	augTM-ENSACAT00000010091-0	ENSACAT00000010091
OG0006006	augTM-ENSACAT00000009744-0	ENSACAT00000009744
OG0006007	augTM-ENSACAT00000009665-0	ENSACAT00000009665
OG0006008	augTM-ENSACAT00000009503-1	ENSACAT00000009503
OG0006009	augTM-ENSACAT00000009471-0	ENSACAT00000009471
OG0006010	ENSACAT00000009409-1	ENSACAT00000009409
OG0006012	augTM-ENSACAT00000008506-0	ENSACAT00000008506
OG0006013	augTMR-ENSACAT00000008440-0	ENSACAT00000043792
OG0006015	augTM-ENSACAT00000000670-0	ENSACAT00000041979
OG0006016	augTM-ENSACAT00000008813-1	ENSACAT00000008813
OG0006018	augTM-ENSACAT00000001205-0	ENSACAT00000001205
OG0006019	ENSACAT00000001316-0	ENSACAT00000001316
OG0006020	ENSACAT00000029526-0	ENSACAT00000029526
OG0006021	augTM-ENSACAT00000016397-1	ENSACAT00000052450
OG0006022	augTM-ENSACAT00000016389-0	ENSACAT00000016389
OG0006023	ENSACAT00000016346-0	ENSACAT00000048170
OG0006024	ENSACAT00000006704-0	ENSACAT00000006704
OG0006025	augTM-ENSACAT00000006328-0	ENSACAT00000047280
OG0006027	augTM-ENSACAT00000001108-0	ENSACAT00000001108
OG0006028	augTM-ENSACAT00000030817-1	ENSACAT00000039912
OG0006029	augTM-ENSACAT00000001125-0	ENSACAT00000001125
OG0006030	ENSACAT00000001724-0	ENSACAT00000001724
OG0006031	ENSACAT00000001874-0	ENSACAT00000001874
OG0006032	augTM-ENSACAT00000002060-1	ENSACAT00000002060
OG0006034	ENSACAT00000002392-0	ENSACAT00000043116
OG0006035	augTM-ENSACAT00000002427-0	ENSACAT00000002427
OG0006039	ENSACAT00000001514-0	ENSACAT00000001514
OG0006040	augTMR-ENSACAT00000001947-0	ENSACAT00000045794
OG0006041	augTMR-ENSACAT00000002027-0	ENSACAT00000002027
OG0006042	ENSACAT00000002054-0	ENSACAT00000002054
OG0006044	augTM-ENSACAT00000009209-0	ENSACAT00000009209
OG0006045	augTM-ENSACAT00000007425-0	ENSACAT00000037766
OG0006046	augTM-ENSACAT00000007423-0	ENSACAT00000050489
OG0006047	augTMR-ENSACAT00000007402-0	ENSACAT00000007402
OG0006048	ENSACAT00000007089-0	ENSACAT00000056065
OG0006050	augTM-ENSACAT00000006096-0	ENSACAT00000006096
OG0006053	ENSACAT00000005775-0	ENSACAT00000005775
OG0006055	augTM-ENSACAT00000005714-0	ENSACAT00000005714
OG0006056	augTMR-ENSACAT00000029640-0	ENSACAT00000056889
OG0006057	ENSACAT00000005483-0	ENSACAT00000005483
OG0006058	ENSACAT00000005449-0	ENSACAT00000005449
OG0006059	ENSACAT00000006215-0	ENSACAT00000006215
OG0006060	ENSACAT00000006119-0	ENSACAT00000006119
OG0006061	ENSACAT00000005999-0	ENSACAT00000053790
OG0006063	augTM-ENSACAT00000013736-0	ENSACAT00000013736
OG0006064	augTMR-ENSACAT00000013917-0	ENSACAT00000036784, ENSACAT00000013917
OG0006065	ENSACAT00000014362-0	ENSACAT00000014362
OG0006066	augCGP-7898.t1	ENSACAT00000003589
OG0006067	augTMR-ENSACAT00000003826-0	ENSACAT00000045144
OG0006069	augCGP-12123.t1	ENSACAT00000047177
OG0006070	ENSACAT00000016287-1	ENSACAT00000016287
OG0006071	ENSACAT00000012414-1	ENSACAT00000012414
OG0006073	augTMR-ENSACAT00000011773-0	ENSACAT00000011773
OG0006074	augTM-ENSACAT00000018065-0	ENSACAT00000018065
OG0006075	augTMR-ENSACAT00000029523-1	ENSACAT00000029523
OG0006076	augTM-ENSACAT00000018078-0	ENSACAT00000018078
OG0006077	augTM-ENSACAT00000014645-0	ENSACAT00000014645
OG0006079	ENSACAT00000014770-0	ENSACAT00000014770
OG0006080	augTM-ENSACAT00000014814-0	ENSACAT00000014814
OG0006081	augTM-ENSACAT00000014962-0	ENSACAT00000014962
OG0006082	ENSACAT00000015036-0	ENSACAT00000015036
OG0006083	augTM-ENSACAT00000015427-0	ENSACAT00000015427
OG0006085	augTMR-ENSACAT00000015512-0	ENSACAT00000015512
OG0006086	augTMR-ENSACAT00000015532-0	ENSACAT00000052783
OG0006087	augTM-ENSACAT00000015548-0	ENSACAT00000015548
OG0006088	ENSACAT00000015552-0	ENSACAT00000015552
OG0006090	ENSACAT00000004346-0	ENSACAT00000004346
OG0006091	ENSACAT00000004546-1	ENSACAT00000004546
OG0006093	ENSACAT00000010862-0	ENSACAT00000010862
OG0006096	ENSACAT00000010616-0	ENSACAT00000010616
OG0006097	augTMR-ENSACAT00000010605-0	ENSACAT00000010605
OG0006098	ENSACAT00000030388-0	ENSACAT00000010461
OG0006099	augTM-ENSACAT00000010309-0	ENSACAT00000010309
OG0006100	augTMR-ENSACAT00000010299-0	ENSACAT00000049419
OG0006101	augTM-ENSACAT00000010232-0	ENSACAT00000047727
OG0006102	augTM-ENSACAT00000009058-1	ENSACAT00000009058
OG0006103	augTM-ENSACAT00000026885-1	ENSACAT00000039821
OG0006104	augTMR-ENSACAT00000009459-3	ENSACAT00000009459
OG0006106	augTM-ENSACAT00000015846-0	ENSACAT00000015846
OG0006108	ENSACAT00000016316-0	ENSACAT00000016316
OG0006109	augTM-ENSACAT00000016523-0	ENSACAT00000016523
OG0006110	augTMR-ENSACAT00000016576-0	ENSACAT00000016576
OG0006112	augTM-ENSACAT00000022778-0	ENSACAT00000036684
OG0006113	augTM-ENSACAT00000016777-0	ENSACAT00000016777
OG0006115	augTM-ENSACAT00000016933-0	ENSACAT00000016933
OG0006116	ENSACAT00000012568-0	ENSACAT00000012568
OG0006117	augTM-ENSACAT00000007705-0	ENSACAT00000035873
OG0006118	augTM-ENSACAT00000007736-0	ENSACAT00000007736
OG0006119	augTM-ENSACAT00000007901-0	ENSACAT00000007901
OG0006120	augTMR-ENSACAT00000007959-0	ENSACAT00000007959
OG0006121	ENSACAT00000008382-1	ENSACAT00000008382
OG0006122	ENSACAT00000008401-0	ENSACAT00000008401
OG0006123	augTM-ENSACAT00000008529-0	ENSACAT00000008529
OG0006124	augTMR-ENSACAT00000008909-0	ENSACAT00000008909
OG0006125	ENSACAT00000008928-0	ENSACAT00000008928
OG0006126	augTM-ENSACAT00000008986-0	ENSACAT00000044586
OG0006127	augTM-ENSACAT00000009125-0	ENSACAT00000009125
OG0006128	augTM-ENSACAT00000009273-0	ENSACAT00000009273
OG0006129	augTM-ENSACAT00000009408-0	ENSACAT00000009408
OG0006130	ENSACAT00000009541-0	ENSACAT00000009541
OG0006133	ENSACAT00000009935-0	ENSACAT00000009935
OG0006134	augTM-ENSACAT00000022677-0	ENSACAT00000022677
OG0006135	augTM-ENSACAT00000010351-0	ENSACAT00000057346
OG0006136	augTMR-ENSACAT00000010951-0	ENSACAT00000010951
OG0006137	ENSACAT00000010985-0	ENSACAT00000010985
OG0006138	augTM-ENSACAT00000011091-1	ENSACAT00000011091
OG0006139	augTM-ENSACAT00000030112-0	ENSACAT00000030112
OG0006140	augTM-ENSACAT00000011136-2	ENSACAT00000058597
OG0006143	augTM-ENSACAT00000013648-0	ENSACAT00000044441
OG0006144	ENSACAT00000013437-0	ENSACAT00000013437
OG0006145	augTMR-ENSACAT00000013013-1	ENSACAT00000038707
OG0006147	augTMR-ENSACAT00000012939-0	ENSACAT00000012939
OG0006149	ENSACAT00000011972-0	ENSACAT00000011972
OG0006150	augTM-ENSACAT00000011814-0	ENSACAT00000011814
OG0006153	ENSACAT00000009010-0	ENSACAT00000009010
OG0006154	ENSACAT00000002826-1	ENSACAT00000002826
OG0006155	augTMR-ENSACAT00000002731-0	ENSACAT00000044972
OG0006156	augTMR-ENSACAT00000002711-0	ENSACAT00000046703
OG0006157	ENSACAT00000002560-0	ENSACAT00000002560
OG0006158	augTM-ENSACAT00000001533-1	ENSACAT00000001533
OG0006160	ENSACAT00000001411-0	ENSACAT00000001411
OG0006161	augTM-ENSACAT00000001343-0	ENSACAT00000001343
OG0006162	ENSACAT00000001303-0	ENSACAT00000001303
OG0006163	ENSACAT00000000828-0	ENSACAT00000000828
OG0006164	ENSACAT00000017875-0	ENSACAT00000017875
OG0006165	ENSACAT00000017861-0	ENSACAT00000017861
OG0006166	augTM-ENSACAT00000017846-0	ENSACAT00000017846
OG0006168	augTM-ENSACAT00000016625-0	ENSACAT00000016625
OG0006170	augTM-ENSACAT00000012747-0	ENSACAT00000012747
OG0006171	ENSACAT00000012749-1	ENSACAT00000012749
OG0006174	augTM-ENSACAT00000013148-0	ENSACAT00000055214
OG0006175	augTMR-ENSACAT00000013211-0	ENSACAT00000013211
OG0006177	augTM-ENSACAT00000014346-0	ENSACAT00000014346
OG0006178	augTMR-ENSACAT00000000326-0	ENSACAT00000055735
OG0006179	ENSACAT00000000674-0	ENSACAT00000000674
OG0006180	ENSACAT00000001399-0	ENSACAT00000001399
OG0006181	augTM-ENSACAT00000001759-0	ENSACAT00000001759
OG0006182	ENSACAT00000001930-0	ENSACAT00000001930
OG0006184	augTM-ENSACAT00000006128-0	ENSACAT00000006128
OG0006185	ENSACAT00000006049-0	ENSACAT00000006049
OG0006187	augTM-ENSACAT00000005418-0	ENSACAT00000005418
OG0006189	ENSACAT00000012082-0	ENSACAT00000012082
OG0006191	augTM-ENSACAT00000012831-0	ENSACAT00000012831
OG0006192	ENSACAT00000026625-0	ENSACAT00000026625
OG0006194	ENSACAT00000002349-0	ENSACAT00000002349
OG0006195	augTM-ENSACAT00000002361-0	ENSACAT00000002361
OG0006197	augTM-ENSACAT00000003336-0	ENSACAT00000003336
OG0006199	augTM-ENSACAT00000030339-0	ENSACAT00000053016, ENSACAT00000030339
OG0006200	augTMR-ENSACAT00000003643-0	ENSACAT00000003643
OG0006201	ENSACAT00000003942-0	ENSACAT00000003942
OG0006202	augTM-ENSACAT00000004087-0	ENSACAT00000004087
OG0006203	ENSACAT00000004089-0	ENSACAT00000004089
OG0006204	ENSACAT00000004348-0	ENSACAT00000004348
OG0006205	augTM-ENSACAT00000004521-0	ENSACAT00000004521
OG0006206	augTM-ENSACAT00000001823-0	ENSACAT00000001823
OG0006207	augTM-ENSACAT00000001856-1	ENSACAT00000001856
OG0006208	ENSACAT00000002033-0	ENSACAT00000002033
OG0006209	ENSACAT00000002230-0	ENSACAT00000002230
OG0006211	augTMR-ENSACAT00000002518-0	ENSACAT00000057796
OG0006212	augTMR-ENSACAT00000002531-0	ENSACAT00000057741
OG0006213	ENSACAT00000002532-0	ENSACAT00000039632
OG0006215	ENSACAT00000002756-0	ENSACAT00000002756
OG0006216	ENSACAT00000015108-2	ENSACAT00000039629
OG0006217	augTM-ENSACAT00000017370-0	ENSACAT00000017370
OG0006218	augTM-ENSACAT00000017431-0	ENSACAT00000017431
OG0006219	augTM-ENSACAT00000017433-0	ENSACAT00000047660
OG0006220	ENSACAT00000017457-0	ENSACAT00000017457
OG0006221	augTM-ENSACAT00000017494-0	ENSACAT00000048815
OG0006223	ENSACAT00000017697-0	ENSACAT00000017697
OG0006224	ENSACAT00000017706-0	ENSACAT00000017706
OG0006226	augTM-ENSACAT00000010772-0	ENSACAT00000010772
OG0006227	augTM-ENSACAT00000010788-0	ENSACAT00000010788
OG0006229	augTM-ENSACAT00000010837-0	ENSACAT00000010837
OG0006232	augTMR-ENSACAT00000012778-1	ENSACAT00000058018, ENSACAT00000040507
OG0006233	ENSACAT00000012433-0	ENSACAT00000012433
OG0006236	augTM-ENSACAT00000030226-0	ENSACAT00000050928, ENSACAT00000030226
OG0006237	ENSACAT00000006233-0	ENSACAT00000006233
OG0006238	ENSACAT00000006381-0	ENSACAT00000006381
OG0006239	ENSACAT00000006746-0	ENSACAT00000006746
OG0006240	augTM-ENSACAT00000007004-0	ENSACAT00000007004
OG0006242	ENSACAT00000010993-0	ENSACAT00000042916
OG0006243	ENSACAT00000010953-0	ENSACAT00000010953
OG0006244	ENSACAT00000010941-0	ENSACAT00000010941
OG0006245	ENSACAT00000010916-0	ENSACAT00000010916
OG0006246	ENSACAT00000027341-0	ENSACAT00000027341
OG0006248	augTMR-ENSACAT00000010856-0	ENSACAT00000010856
OG0006249	ENSACAT00000010836-0	ENSACAT00000010836
OG0006252	augTMR-ENSACAT00000030851-0	ENSACAT00000050255
OG0006253	augTM-ENSACAT00000000957-0	ENSACAT00000000957
OG0006254	augTM-ENSACAT00000000671-0	ENSACAT00000000671, ENSACAT00000039297
OG0006255	augTM-ENSACAT00000015419-1	ENSACAT00000015419
OG0006256	augTM-ENSACAT00000015535-1	ENSACAT00000040002
OG0006258	augTMR-ENSACAT00000015628-0	ENSACAT00000015628, ENSACAT00000049695
OG0006259	ENSACAT00000015748-0	ENSACAT00000037685, ENSACAT00000050759
OG0006260	augTMR-ENSACAT00000017102-0	ENSACAT00000046514
OG0006261	augTM-ENSACAT00000017094-0	ENSACAT00000017094
OG0006262	augTM-ENSACAT00000017042-0	ENSACAT00000017042
OG0006265	ENSACAT00000016380-0	ENSACAT00000016380
OG0006268	ENSACAT00000017508-0	ENSACAT00000057882
OG0006269	augTM-ENSACAT00000017624-0	ENSACAT00000017624
OG0006270	augTM-ENSACAT00000017630-0	ENSACAT00000050217
OG0006271	ENSACAT00000017736-0	ENSACAT00000017736
OG0006272	ENSACAT00000017747-0	ENSACAT00000017747
OG0006274	ENSACAT00000003361-0	ENSACAT00000003361
OG0006275	ENSACAT00000003364-0	ENSACAT00000003364
OG0006277	ENSACAT00000011377-0	ENSACAT00000011377
OG0006280	augTM-ENSACAT00000009376-0	ENSACAT00000009376, ENSACAT00000052482
OG0006281	augTM-ENSACAT00000012600-1	ENSACAT00000047599, ENSACAT00000012600
OG0006282	ENSACAT00000012763-0	ENSACAT00000012763
OG0006283	augTMR-ENSACAT00000017448-0	ENSACAT00000017448
OG0006286	augTM-ENSACAT00000017087-0	ENSACAT00000017087
OG0006287	augTM-ENSACAT00000016973-0	ENSACAT00000016973
OG0006288	ENSACAT00000016962-1	ENSACAT00000016962
OG0006289	augTMR-ENSACAT00000016817-0	ENSACAT00000051171
OG0006290	ENSACAT00000016815-0	ENSACAT00000016815
OG0006291	augTM-ENSACAT00000027381-0	ENSACAT00000027381
OG0006292	augTM-ENSACAT00000030379-0	ENSACAT00000007620
OG0006293	augTMR-ENSACAT00000007702-0	ENSACAT00000007702
OG0006294	ENSACAT00000007914-2	ENSACAT00000007914
OG0006295	augTMR-ENSACAT00000008214-0	ENSACAT00000053190
OG0006296	augTM-ENSACAT00000008299-0	ENSACAT00000008299
OG0006298	augTMR-ENSACAT00000022389-0	ENSACAT00000022389
OG0006299	ENSACAT00000008755-1	ENSACAT00000008755
OG0006300	augTM-ENSACAT00000027520-0	ENSACAT00000008806, ENSACAT00000027520
OG0006302	ENSACAT00000009163-0	ENSACAT00000009163
OG0006303	ENSACAT00000007342-0	ENSACAT00000007342
OG0006304	ENSACAT00000007346-0	ENSACAT00000007346
OG0006306	ENSACAT00000008452-0	ENSACAT00000008452
OG0006307	augTM-ENSACAT00000030866-0	ENSACAT00000030866
OG0006308	augTM-ENSACAT00000015077-0	ENSACAT00000042939
OG0006309	augTM-ENSACAT00000015187-0	ENSACAT00000015187
OG0006311	augTM-ENSACAT00000015256-2	ENSACAT00000015256
OG0006313	augTM-ENSACAT00000015362-0	ENSACAT00000015362
OG0006314	ENSACAT00000015386-0	ENSACAT00000015386
OG0006315	ENSACAT00000015819-1	ENSACAT00000046278, ENSACAT00000015819
OG0006317	ENSACAT00000016068-0	ENSACAT00000016068
OG0006318	augTM-ENSACAT00000016230-0	ENSACAT00000016230
OG0006319	augTM-ENSACAT00000016244-0	ENSACAT00000016244
OG0006320	augTM-ENSACAT00000016274-0	ENSACAT00000054449
OG0006321	augTM-ENSACAT00000016321-0	ENSACAT00000016321
OG0006322	ENSACAT00000016743-0	ENSACAT00000054562
OG0006324	ENSACAT00000016792-1	ENSACAT00000016792
OG0006327	ENSACAT00000017453-0	ENSACAT00000017453
OG0006328	ENSACAT00000017615-1	ENSACAT00000017615
OG0006329	augTMR-ENSACAT00000017743-0	ENSACAT00000017743
OG0006330	augTM-ENSACAT00000017770-0	ENSACAT00000017770
OG0006331	augTMR-ENSACAT00000017799-0	ENSACAT00000017799
OG0006332	augTM-ENSACAT00000017692-0	ENSACAT00000017692
OG0006335	ENSACAT00000017598-0	ENSACAT00000017598
OG0006336	augTM-ENSACAT00000016987-0	ENSACAT00000016987
OG0006337	ENSACAT00000016942-0	ENSACAT00000016942
OG0006338	augTM-ENSACAT00000016919-0	ENSACAT00000016919
OG0006339	augTM-ENSACAT00000011382-0	ENSACAT00000011382
OG0006341	ENSACAT00000016222-1	ENSACAT00000016222
OG0006342	ENSACAT00000008552-0	ENSACAT00000008552
OG0006343	augTM-ENSACAT00000008530-1	ENSACAT00000008530
OG0006345	ENSACAT00000008508-0	ENSACAT00000008508
OG0006346	augTM-ENSACAT00000008475-0	ENSACAT00000008475
OG0006347	augTMR-ENSACAT00000030835-0	ENSACAT00000054654
OG0006348	augTM-ENSACAT00000008370-0	ENSACAT00000037210
OG0006349	augTM-ENSACAT00000008367-0	ENSACAT00000008367
OG0006350	augTM-ENSACAT00000008203-1	ENSACAT00000008203
OG0006352	augTMR-ENSACAT00000007823-0	ENSACAT00000007823
OG0006353	ENSACAT00000007675-1	ENSACAT00000007675
OG0006354	augTM-ENSACAT00000029281-0	ENSACAT00000029281
OG0006355	ENSACAT00000007358-0	ENSACAT00000007358
OG0006356	augCGP-5705.t1	ENSACAT00000006972
OG0006357	augCGP-5707.t1	ENSACAT00000057963
OG0006358	ENSACAT00000006858-0	ENSACAT00000006858
OG0006359	augCGP-5711.t1	ENSACAT00000036816
OG0006360	augTM-ENSACAT00000006175-0	ENSACAT00000006175
OG0006361	augTM-ENSACAT00000006123-0	ENSACAT00000006123
OG0006363	augTM-ENSACAT00000006028-0	ENSACAT00000006028
OG0006364	augTM-ENSACAT00000005974-0	ENSACAT00000005974
OG0006365	augTMR-ENSACAT00000005873-0	ENSACAT00000005873
OG0006366	augTMR-ENSACAT00000005851-1	ENSACAT00000005851
OG0006367	augTMR-ENSACAT00000005839-0	ENSACAT00000005839
OG0006368	ENSACAT00000005774-0	ENSACAT00000005774
OG0006370	augTM-ENSACAT00000005344-3	ENSACAT00000005344
OG0006371	augTM-ENSACAT00000005235-0	ENSACAT00000054646
OG0006372	augTMR-ENSACAT00000005152-0	ENSACAT00000005152
OG0006374	ENSACAT00000001617-0	ENSACAT00000001617
OG0006376	augTM-ENSACAT00000002365-0	ENSACAT00000002365
OG0006377	ENSACAT00000002545-0	ENSACAT00000002545
OG0006379	ENSACAT00000010137-0	ENSACAT00000010137
OG0006380	ENSACAT00000010242-0	ENSACAT00000010242
OG0006381	augTM-ENSACAT00000010311-0	ENSACAT00000038516
OG0006382	ENSACAT00000010433-0	ENSACAT00000010433
OG0006384	ENSACAT00000010576-1	ENSACAT00000010576
OG0006385	augTM-ENSACAT00000010707-1	ENSACAT00000010707
OG0006386	augTMR-ENSACAT00000010755-0	ENSACAT00000010755
OG0006388	ENSACAT00000012342-0, ENSACAT00000010829-0	ENSACAT00000010829
OG0006390	augTM-ENSACAT00000016128-0	ENSACAT00000016128
OG0006391	ENSACAT00000015983-0	ENSACAT00000015983
OG0006397	ENSACAT00000015861-0	ENSACAT00000015861
OG0006398	ENSACAT00000015733-0	ENSACAT00000015733
OG0006399	ENSACAT00000015671-0	ENSACAT00000015671
OG0006400	ENSACAT00000015441-0	ENSACAT00000015441
OG0006402	augTM-ENSACAT00000015178-0	ENSACAT00000015178
OG0006404	augTM-ENSACAT00000030062-0	ENSACAT00000049082
OG0006405	augCGP-7293.t1	ENSACAT00000009528
OG0006406	ENSACAT00000013441-0	ENSACAT00000013441
OG0006407	ENSACAT00000013094-1	ENSACAT00000013094
OG0006408	augTM-ENSACAT00000030773-0	ENSACAT00000030773
OG0006409	augTM-ENSACAT00000012712-0	ENSACAT00000012712
OG0006411	augTM-ENSACAT00000027794-1	ENSACAT00000027794
OG0006412	ENSACAT00000023824-0	ENSACAT00000023824
OG0006413	ENSACAT00000024664-1	ENSACAT00000024664
OG0006414	augTM-ENSACAT00000005882-0	ENSACAT00000005882
OG0006415	augTM-ENSACAT00000000158-0	ENSACAT00000000158
OG0006416	augTM-ENSACAT00000000786-0	ENSACAT00000000786
OG0006417	ENSACAT00000004207-0	ENSACAT00000004207
OG0006418	augTM-ENSACAT00000015047-0	ENSACAT00000015047
OG0006419	ENSACAT00000014908-0	ENSACAT00000014908
OG0006421	ENSACAT00000010106-0	ENSACAT00000010106
OG0006422	augTMR-ENSACAT00000010113-0	ENSACAT00000055719
OG0006423	augTM-ENSACAT00000010154-0	ENSACAT00000054157, ENSACAT00000010154
